iter	Passed	Remaining
1668	38737	7682
1669	38762	7659
1670	38788	7636
1671	38813	7614
1672	38838	7591
1673	38862	7568
1674	38886	7545
1675	38910	7522
1676	38935	7499
1677	38959	7476
1678	38987	7453
1679	39011	7430
1680	39036	7407
1681	39061	7385
1682	39086	7362
1683	39111	7339
1684	39135	7316
1685	39160	7293
1686	39186	7270
1687	39210	7247
1688	39235	7224
1689	39261	7201
1690	39287	7179
1691	39311	7155
1692	39336	7133
1693	39361	7110
1694	39385	7087
1695	39408	7063
1696	39431	7040
1697	39457	7017
1698	39481	6994
1699	39506	6971
1700	39532	6948
1701	39557	6925
1702	39582	6903
1703	39607	6880
1704	39633	6857
1705	39659	6834
1706	39685	6811
1707	39710	6788
1708	39735	6765
1709	39760	6742
1710	39785	6720
1711	39811	6697
1712	39835	6674
1713	39866	6652
1714	39891	6629
1715	39916	6606
1716	39940	6583
1717	39964	6559
1718	39989	6536
1719	40014	6513
1720	40037	6490
1721	40062	6467
1722	40087	6444
1723	40113	6421
1724	40138	6398
1725	40162	6375
1726	40188	6352
1727	40213	6329
1728	40238	6306
1729	40262	6283
1730	40288	6260
1731	40314	6238
1732	40340	6215
1733	40366	6192
1734	40391	6169
1735	40418	6146
1736	40442	6123
1737	40467	6100
1738	40492	6077
1739	40517	6054
1740	40543	6031
1741	40567	6008
1742	40593	5985
1743	40620	5962
1744	40644	5939
1745	40668	5916
1746	40693	5893
1747	40718	5870
1748	40742	5847
1749	40768	5824
1750	40793	5801
1751	40818	5778
1752	40842	5754
1753	40868	5731
1754	40892	5708
1755	40916	5685
1756	40939	5662
1757	40964	5639
1758	40990	5616
1759	41013	5592
1760	41037	5569
1761	41063	5546
1762	41088	5523
1763	41112	5500
1764	41137	5477
1765	41162	5454
1766	41187	5431
1767	41213	5408
1768	41240	5385
1769	41265	5362
1770	41291	5339
1771	41318	5316
1772	41343	5293
1773	41388	5272
1774	41412	5249
1775	41438	5226
1776	41462	5203
1777	41489	5180
1778	41513	5157
1779	41538	5134
1780	41564	5110
1781	41589	5087
1782	41615	5064
1783	41639	5041
1784	41663	5018
1785	41688	4995
1786	41712	4971
1787	41736	4948
1788	41761	4925
1789	41786	4902
1790	41810	4879
1791	41836	4855
1792	41860	4832
1793	41885	4809
1794	41910	4786
1795	41936	4763
1796	41960	4740
1797	41985	4716
1798	42008	4693
1799	42032	4670
1800	42057	4647
1801	42081	4623
1802	42106	4600
1803	42131	4577
1804	42155	4554
1805	42179	4530
1806	42203	4507
1807	42226	4484
1808	42248	4460
1809	42273	4437
1810	42298	4414
1811	42322	4391
1812	42346	4367
1813	42370	4344
1814	42394	4321
1815	42418	4297
1816	42443	4274
1817	42468	4251
1818	42491	4228
1819	42516	4204
1820	42541	4181
1821	42565	4158
1822	42588	4135
1823	42613	4111
1824	42636	4088
1825	42683	4067
1826	42707	4043
1827	42731	4020
1828	42755	3997
1829	42780	3974
1830	42804	3950
1831	42828	3927
1832	42854	3904
1833	42879	3881
1834	42903	3857
1835	42927	3834
1836	42950	3811
1837	42974	3787
1838	42997	3764
1839	43021	3741
1840	43045	3717
1841	43067	3694
1842	43091	3670
1843	43114	3647
1844	43136	3623
1845	43160	3600
1846	43184	3577
1847	43208	3553
1848	43232	3530
1849	43256	3507
1850	43280	3483
1851	43303	3460
1852	43327	3437
1853	43351	3413
1854	43374	3390
1855	43398	3367
1856	43422	3343
1857	43446	3320
1858	43470	3297
1859	43522	3275
1860	43546	3252
1861	43570	3229
1862	43594	3205
1863	43617	3182
1864	43642	3159
1865	43665	3135
1866	43690	3112
1867	43714	3089
1868	43738	3065
1869	43762	3042
1870	43786	3018
1871	43810	2995
1872	43834	2972
1873	43858	2948
1874	43882	2925
1875	43906	2902
1876	43929	2878
1877	43953	2855
1878	43977	2831
1879	44001	2808
1880	44025	2785
1881	44048	2761
1882	44072	2738
1883	44096	2715
1884	44120	2691
1885	44144	2668
1886	44168	2644
1887	44191	2621
1888	44215	2598
1889	44240	2574
1890	44264	2551
1891	44287	2528
1892	44311	2504
1893	44335	2481
1894	44360	2457
1895	44384	2434
1896	44408	2411
1897	44432	2387
1898	44456	2364
1899	44480	2341
1900	44504	2317
1901	44528	2294
1902	44552	2270
1903	44576	2247
1904	44600	2224
1905	44624	2200
1906	44648	2177
1907	44672	2154
1908	44696	2130
1909	44720	2107
1910	44744	2083
1911	44768	2060
1912	44792	2037
1913	44839	2014
1914	44862	1991
1915	44885	1967
1916	44909	1944
1917	44932	1921
1918	44956	1897
1919	44979	1874
1920	45002	1850
1921	45025	1827
1922	45048	1803
1923	45071	1780
1924	45095	1756
1925	45118	1733
1926	45141	1710
1927	45165	1686
1928	45188	1663
1929	45211	1639
1930	45235	1616
1931	45258	1592
1932	45281	1569
1933	45304	1546
1934	45327	1522
1935	45350	1499
1936	45374	1475
1937	45397	1452
1938	45420	1428
1939	45444	1405
1940	45467	1382
1941	45490	1358
1942	45513	1335
1943	45537	1311
1944	45560	1288
1945	45583	1264
1946	45606	1241
1947	45629	1218
1948	45652	1194
1949	45676	1171
1950	45699	1147
1951	45723	1124
1952	45747	1100
1953	45770	1077
1954	45793	1054
1955	45816	1030
1956	45839	1007
1957	45862	983
1958	45885	960
1959	45907	936
1960	45930	913
1961	45953	890
1962	45976	866
1963	46000	843
1964	46023	819
1965	46047	796
1966	46070	772
1967	46093	749
1968	46116	726
1969	46139	702
1970	46163	679
1971	46186	655
1972	46209	632
1973	46232	608
1974	46256	585
1975	46279	562
1976	46301	538
1977	46325	515
1978	46348	491
1979	46371	468
1980	46395	444
1981	46418	421
1982	46441	398
1983	46464	374
1984	46487	351
1985	46511	327
1986	46534	304
1987	46557	281
1988	46579	257
1989	46603	234
1990	46626	210
1991	46649	187
1992	46672	163
1993	46695	140
1994	46718	117
1995	46742	93
1996	46765	70
1997	46789	46
1998	46812	23
1999	46835	0
